pyxel,#000000,#2b335f,#7e2072,#19959c,#8b4852,#395c98,#a9c1ff,#eeeeee,#d4186c,#d38441,#e9c35b,#a3a3a3,#70c6a9,#7696de,#ff9798,#edc7b0
softnature,#090909,#101a09,#383d12,#6f782a,#b8af4e,#dadc72,#e3eca7,#e8d973,#ca9037,#c57738,#d2815f,#8d3a17,#3c1806,#4f742a,#6ea666,#addcd3
largecoffee,#c94b98,#ff63a2,#ff90b7,#ffced1,#fff6e0,#c2ffa6,#6bffa4,#7cceb8,#70749d,#9e8bff,#c0b5ff,#eecaff,#ffffff,#c2fff7,#b0e8ff,#8ab3cf
jrcomp,#030625,#0000e8,#077c35,#028566,#9f2441,#6b03ca,#4b7432,#81899e,#1c2536,#0e59f0,#2cc64e,#0bc3a9,#e85685,#c137ff,#a7c251,#ced9ed
adl16,#010d1a,#482a37,#162f62,#5d285a,#195740,#af2841,#9a5854,#357bd8,#888283,#43ab72,#f78057,#83c3d4,#fdb193,#c2e059,#ffda57,#fff3ee
sicklyrainbow,#faffec,#d3d6f0,#abaef5,#8485fa,#c8ff00,#d6cc17,#e3992e,#f16645,#add640,#92ae80,#7785bf,#5a5aff,#8552d6,#ae48ae,#d63d85,#ff325a
warmsummer,#27201c,#764c31,#ae8661,#a3825b,#ddbb94,#fdf7d5,#fef2c2,#f2ce9a,#e2a25e,#cc9662,#a99176,#7e6d59,#a0563d,#d27557,#b09c4c,#866d1d
snowl16,#1e151e,#4d4c47,#7c7973,#b8b4a9,#4b356f,#746eb1,#af7fa3,#73b5de,#5b2a35,#b14a5e,#b15c47,#dcde73,#356f54,#76b15a,#debe98,#dedacb
fztethereal16,#f3f3f3,#f9c2a4,#b8700e,#5e0d24,#a29eb4,#c259df,#8f27b8,#c1002b,#6c606f,#0047ed,#00a8f3,#ddb411,#004952,#07865c,#00c37d,#051c25
combi16,#060310,#252bc5,#7c3d13,#535155,#9c2f9b,#239725,#d84b37,#2d9f62,#8272ec,#bf8321,#ed6294,#77d051,#5ed6ea,#b7ba9d,#e5e052,#ffffff
sara98b,#fae2ca,#e2ae89,#d67959,#be3c28,#7d2814,#501c0c,#281004,#080808,#1c202c,#384865,#44719d,#7999ba,#bac2ce,#ce8d91,#c65d6d,#9d2c40
beetbit,#fff5b5,#38be77,#228f55,#126133,#74740a,#b2ad14,#ffbe3f,#d16110,#872506,#58061e,#910631,#f1164b,#a98fa3,#6e4d70,#471847,#23060f
murk16,#000000,#08457e,#8e7eca,#fdb0f7,#5996bc,#97e7ec,#6a2337,#627543,#7b6d55,#b5a863,#bd3b56,#ed8f87,#9f5a49,#cfa37d,#efdbb7,#ffffff
bonesky,#bce7e5,#919dc2,#655aa1,#321b80,#d47c75,#9f6861,#6e544f,#3e403d,#adf9b5,#a0bfb0,#8e88a9,#7653a0,#ded57b,#bdaf73,#9e8b6b,#806962
dga16,#010101,#031b75,#108c00,#17bbd3,#720c0a,#6c1c9e,#b25116,#b8b0a8,#4a4842,#0b63c4,#9bce00,#73f5d5,#e89e00,#ff7bdb,#fef255,#fffffe
tyif16,#deceb4,#97b6c1,#678782,#b6a87b,#b18652,#977760,#90544d,#5e4a48,#818765,#5f5d4f,#81904d,#686544,#534a3b,#3d443b,#2f2c27,#000000
cozyadventure,#ffd887,#eb9361,#da5e4e,#ab2330,#dfffff,#b5de89,#6aab7c,#26616b,#a2dceb,#759ed0,#434ea8,#2a2140,#e1a7c5,#ab7ac6,#735bab,#3b3772
etern16,#000000,#ada97d,#ffdb80,#e69c53,#bd683a,#854f3a,#633845,#85eb81,#63d4bd,#56a0a6,#416078,#39365c,#212333,#ab432e,#85172b,#571027
sleightofhand,#eef7d2,#cee1bd,#b4cb9f,#d7bc63,#9c8e5c,#f3f763,#7e775d,#dfdf80,#e9eb7a,#d1d06b,#8cb560,#a3d667,#c0aa60,#73a167,#b2e86d,#778f63
warm,#3f0513,#710a0a,#b83113,#d95b1b,#e07532,#e3b258,#e2cc72,#e6e296,#e5ecd3,#d0e4ba,#b5e2a5,#87e08a,#2bbc72,#219e8f,#155d7b,#181c39
nord,#2e3440,#3b4252,#434c5e,#4c566a,#d8dee9,#e5e9f0,#eceff4,#8fbcbb,#88c0d0,#81a1c1,#5e81ac,#bf616a,#d08770,#ebcb8b,#a3be8c,#b48ead
Unnamed,#385074,#4670a2,#70819d,#86a2b8,#c0d1de,#b2a08a,#d9b48a,#feeb9f,#ffebbc,#f0d1a5,#968981,#7f7574,#484850,#313848,#1c283e,#0b1321
trl16,#17171c,#282a30,#49363a,#404735,#3b536a,#9b3535,#92583f,#21927e,#a16a41,#7e7b71,#71a14e,#be8d68,#7abbb9,#d9bd66,#e8c6a1,#dcd6cf
lump16,#000000,#20123b,#451c33,#a8274b,#ed7332,#fff167,#ffffd9,#7defff,#2dd660,#2c7cc7,#3030a1,#381378,#8c2da6,#f57fc6,#ffd7a8,#c8765c
choco16,#bcdae4,#849ff3,#6c5ce3,#464889,#1f4540,#297944,#6da25b,#dce681,#c6a54b,#b6572b,#871e1e,#c72d51,#fa4db4,#ffadb5,#a2574f,#5e3031
brknpoint,#f5f5fa,#050505,#e2e7cb,#d1cead,#c4b5a0,#ad9488,#cc94a3,#f66af3,#bc56e9,#7441d5,#0e0e26,#363c78,#4a6e8d,#6a9d81,#89b386,#b5d0aa
better16,#000000,#181880,#502810,#404040,#185810,#b01010,#5858e8,#b838c0,#808080,#30a828,#f08000,#88b0f8,#38d0c0,#e8c8a8,#f8e840,#ffffff
vigor,#000000,#052153,#4e3813,#940825,#6b4d8b,#5c5c5e,#eb630d,#e85c99,#5e85c4,#8b8c90,#73c489,#c4cccc,#a1d6ce,#d3ecb5,#f9f8d6,#ffffff
sness,#f5f5f5,#a9b399,#616b6d,#181010,#8d022e,#e71861,#ffa995,#c6924f,#885818,#dc6f0f,#f6d714,#0bdb52,#138e7d,#2b4555,#7161de,#80bedb
enos16,#fafafa,#d4d4d4,#9d9d9d,#4b4b4b,#f9d381,#eaaf4d,#f9938a,#e75952,#9ad1f9,#58aeee,#8deda7,#44c55b,#c3a7e1,#9569c8,#bab5aa,#948e82
lopalette,#3a3a3a,#81719a,#a777b7,#d8b0c0,#efafbf,#df77a7,#cf4f2f,#f79f4f,#f7df6f,#cf9f00,#a76f47,#479f57,#9fcf7f,#a0d0f8,#88a0f0,#f8e8f8
satellitesky16,#87d6ff,#87b3ff,#8791ff,#7d84d2,#875dbd,#414ccc,#0b147c,#040a48,#1c2798,#333c9f,#5058b2,#747ab6,#9f88cb,#cc8ce0,#ee97e7,#ffa5cf
st16natural,#09090a,#5c212d,#c2382f,#e09136,#ebdf42,#87cc39,#25662d,#37996b,#63c7e0,#4d56d6,#3c2870,#70338f,#e075bc,#fdfff5,#9da3a0,#454747
bitdream,#000000,#490000,#004900,#22123b,#ffa044,#c84c0c,#6f8b6f,#5c70ff,#fcd8a8,#f01851,#00a830,#5eccf7,#fffff1,#f79c9c,#b6ff49,#db6dff
hypertropicpalette,#080808,#272324,#57261b,#5e512e,#eef2f3,#60665f,#d32d29,#e4c221,#344725,#1b324e,#2c4f62,#4c3b44,#288d4c,#2c71aa,#3a8cc1,#c27b85
europa16,#ffffff,#75ceea,#317ad7,#283785,#1a1b35,#2e354e,#4f6678,#a4bcc2,#ecf860,#94d446,#3b7850,#20322e,#512031,#a43e4b,#dc7d5e,#f0cc90
adb16,#0e0a16,#353a41,#575c53,#90989e,#f3f6f1,#d78c8e,#c6353d,#432d2d,#905429,#de822e,#e8d964,#93c02a,#3b7220,#214879,#448fdf,#8fcedc
harpy16,#e0aaaf,#7f5e85,#322e36,#6a3b50,#ad7f5b,#edd189,#f49c8c,#dc4070,#555562,#918786,#cdbec8,#fbf5db,#b5ddba,#619a8a,#5d7fb1,#a9d3cd
disonant16,#222222,#31322c,#5b423b,#60807f,#65261d,#862f02,#864364,#8643ea,#e362fd,#febff8,#fcdafd,#fffaff,#5043c7,#9394fe,#c4deff,#f5f5ff
mapple16,#dc0000,#ea7d27,#976536,#653600,#000000,#454545,#919191,#c9d199,#00a800,#006752,#0000ca,#514888,#0097ff,#98dbc9,#ffffff,#e85def
saturatedc64,#000000,#363a4a,#819aa3,#bed0ca,#ffffff,#de1a4d,#e997ac,#994312,#f29734,#e9cf1b,#d4f091,#1fa322,#55e0c3,#72a0dd,#452ee6,#ae1fdb
autumn,#ec6f1c,#b4522e,#7a3030,#f6ae3c,#fbdb7a,#eafba3,#e3f6d5,#9ce77f,#49d866,#408761,#2d4647,#345452,#3a878b,#3da4db,#95c5f2,#cacff9
lemon16,#d5c7da,#f8cfa7,#f9e6ae,#dffec9,#bea9c7,#f5bb8f,#fbde86,#bffcad,#7a5784,#eea273,#fbbd62,#02c69a,#401f49,#e68a59,#fdb14a,#029776
lft0,#121733,#6a4173,#c28d98,#d9ce9e,#3c7368,#3f4873,#5f6373,#5e8853,#a1cc95,#8ebdb2,#e1ebdf,#13332d,#8f7d45,#664047,#30142e,#b8354f
zat16,#260c72,#5b2795,#3671b9,#9cb2bd,#ffffff,#dea2a2,#d3780e,#9e5c4e,#722f20,#000000,#6e0f52,#b01e51,#d65cab,#dcd944,#36b438,#477710
mf16,#160b27,#3e4768,#8e98b9,#dee6fe,#f3c41c,#f98617,#d42c4f,#5f0267,#4a10e8,#2197f0,#52daf7,#bb4d11,#ed7fb8,#30fca6,#17ba7d,#056244
astron16,#000000,#e0e0e0,#a0a0a0,#404040,#503020,#e0a060,#e0e040,#e06020,#a02020,#c020e0,#e080c0,#60e0c0,#2080a0,#202080,#206000,#40c020
jr16,#040404,#00015d,#003808,#00374b,#580a0a,#520a54,#7a3820,#4b4956,#81f4b1,#72ffff,#a2a2ac,#4d84ff,#d76f6c,#d887f0,#f6f8ad,#f5fffd
juicy16,#110f0e,#2b1e17,#55332d,#9c5749,#c1304e,#fe6854,#f2a853,#f3d6af,#2f9f6c,#91e87a,#f2e57c,#e5efee,#2f38a8,#5273dd,#77c3f6,#a1e8d5
dibbles,#f03c37,#ed8852,#f2cd75,#bae087,#6dcb93,#47897a,#49758f,#2c385a,#1f2338,#583593,#a54abb,#d57bb6,#994a11,#ca7015,#f7d2ae,#c7cabd
gigaboy16,#27301c,#4d613b,#728448,#9fb060,#94e0c7,#69a398,#446a69,#1b292c,#23201a,#3e3729,#776b4b,#a79368,#dbe2ed,#a1a1ab,#47464b,#1d1d1f
huc16,#ffffff,#ffcc4e,#fa7033,#e52f1b,#ac2385,#000000,#371b14,#733525,#faa1b2,#9a8aa6,#9ccdd5,#227d66,#787878,#293a72,#6ea763,#244e32
smooth16,#0d1521,#350629,#ffffee,#6eebf2,#308ace,#254371,#192140,#2b6276,#36ad6e,#a1ff7b,#ffca5c,#eb6e21,#9f2a38,#57102e,#a44141,#ffcc9d
myfirstpalette,#10539f,#194576,#102c4d,#0d1b2b,#9f4310,#763619,#4d2310,#2b160d,#109f9f,#19766e,#104d45,#0d2b25,#38109f,#2f1976,#21104d,#140d2b
human16,#cc79a7,#d55e00,#e69f00,#f0e442,#009e73,#56b4e9,#0072b2,#654d73,#000000,#aeb3b8,#ffffff,#2b231c,#4c342a,#8f6d45,#af9271,#e4d0b5
famicube16,#e03c28,#871646,#a328b3,#ff82ce,#ffffff,#9ba0ef,#7b7b7b,#415d66,#0d2030,#0a89ff,#25e2cd,#00604b,#939717,#ffbb31,#ae6c37,#000000
explorers16,#000000,#1d2b53,#065ab5,#29adff,#742f29,#ab5236,#ff6e59,#ffccaa,#125359,#008751,#00e436,#a8e72e,#f3ef7d,#ffa300,#ff004d,#422136
dotoppenal16,#442831,#623a46,#755151,#a17a60,#2e432f,#375c51,#566f95,#678cae,#dc7d7d,#f5b0ac,#f6e4c1,#b1a29d,#6aa8bd,#abf1f5,#c1d3f7,#a8b7c6
retrolines,#1c1b1b,#fff1e8,#d5d7b6,#c5d6db,#cfb2df,#ff4ded,#ff4242,#ff7d00,#ffcf29,#ffff00,#00f73a,#5be3e3,#29adff,#6d4626,#ab5236,#be6e2b
britepainte,#ff0077,#ff00cc,#cc00ff,#ff77ff,#770077,#7700ff,#7777ff,#0077ff,#00ccff,#00ffcc,#00ff77,#ffff77,#ffcc77,#ffffcc,#ffcccc,#ff7777
autumnbreeze,#2d1a15,#6b2511,#b61d1d,#ce421a,#e56520,#e77e1b,#f7a31b,#ffbb18,#d9cdbd,#f6f0e9,#e5d1a3,#e5c57b,#e1b36a,#703424,#904936,#a35c49
2pow4,#ffffff,#c9c6db,#767c98,#3a3a6f,#4797de,#96eccc,#d5a9ff,#a049bb,#563243,#d93e48,#fea69b,#c47231,#f9d071,#5baf34,#244344,#000000
magik16,#1c1e1f,#3c4348,#668b90,#bee5e1,#fbfceb,#e9cea8,#9b5a44,#591e37,#6d2fa7,#d454c6,#e98bb3,#f0f3c4,#bde9bf,#82d3b0,#58aaad,#234663
depthblueaerugo,#1e0721,#23132d,#26203a,#30324d,#444a65,#5d687c,#7c8893,#9ba9ab,#242e35,#2f485c,#466480,#618da5,#64a1c2,#87d1ef,#9cdcf6,#b4eaff
sunsetcaveextended,#0d0d0d,#3f3f3f,#ffffff,#3d426e,#40b1d6,#a8edff,#57949e,#4cd9bf,#a3ffd1,#6e3d59,#d57d95,#ffa8bf,#ff3e97,#ff986d,#dfb575,#ffd88c
tyhotb16,#cbc4ba,#b8bb66,#a78a55,#736150,#5e3743,#949771,#686f6f,#824f42,#4e3623,#2a271e,#7795b1,#497d63,#425a68,#3e343e,#2d2c34,#130f0e
tyrw16,#ffffff,#6c6b70,#2a3431,#f3ae76,#d56b3b,#8d7024,#bb2917,#6d313c,#7bbdff,#40a066,#35676d,#3b531d,#f37685,#ac40ce,#34379d,#000000
ultimaviatarist,#f0f0f0,#c0a0a0,#706060,#202020,#000000,#50f050,#00a000,#006000,#5090f0,#0040d0,#101070,#f0d080,#e05000,#d00000,#504020,#d030d0
mac16color,#ffffff,#fcf305,#ff6402,#dd0806,#f20884,#4600a5,#0000d4,#02abea,#1fb714,#006411,#562c05,#90713a,#c0c0c0,#808080,#404040,#000000
theperfectpalettepocket,#ff97ce,#f32341,#7e2550,#ffd5a7,#fb8404,#944e2b,#ffee68,#50c555,#178055,#96ffff,#00aafb,#494297,#a742ee,#272727,#919191,#f9f9f9
st16cmmdr,#06060d,#3d3d40,#6c6b70,#aba7b0,#f6ebf7,#801d1a,#d97162,#4d3904,#99581f,#e5e545,#88d941,#1f992f,#67c8e5,#8250e5,#3f1f99,#76388c
d10d6damage,#00000d,#172126,#324026,#3e4e59,#5c7173,#468c8b,#76a632,#99bfbd,#bbd9b8,#f2f1da,#45002a,#5e3d17,#913a2c,#ab7444,#d4a83f,#eddf48
possessionerpc98,#000000,#bababa,#fefefe,#894523,#cd6754,#ef9889,#febaab,#013267,#237689,#23abba,#457645,#239845,#9cba8c,#fecd01,#730031,#ef0101
colodorevic64,#813338,#e9b287,#a1683c,#553800,#000000,#2e2c9b,#706deb,#6abfc6,#ffffff,#adadad,#7b7b7b,#626262,#559e4a,#92df87,#edf171,#e99df5
sunparent,#902e37,#c34d37,#e27330,#efa955,#f9de88,#f5f7c3,#74e7dc,#458ad5,#415394,#413459,#372b45,#4a485a,#5e7b5f,#bfaa6c,#d09a76,#ce8bba
mnp16,#00001a,#001f33,#144a57,#479ba3,#72ccb3,#a5f5cd,#d5fac2,#ffffd8,#ffeb91,#ffc157,#b96b27,#752233,#ffc2da,#ff99ce,#fb6fb3,#bf2fa2
msvgapal,#000000,#800000,#008000,#808000,#000080,#800080,#008080,#c0c0c0,#808080,#ff0000,#00ff00,#ffff00,#0000ff,#ff00ff,#00ffff,#ffffff
vampire16,#0e0116,#340a43,#6d1a3d,#ca2828,#e99039,#f4e27b,#95c74d,#2c9639,#0b4b3b,#6739bc,#7ca0f4,#f8f7f2,#9a826b,#4b2933,#9d442c,#f8b97f
justaddwater16,#171224,#5c3570,#c7619c,#f794b1,#88374c,#d85f6f,#ff9c4d,#eddb66,#65c96f,#2d7556,#213c4a,#477da8,#75c0e3,#b88476,#ffcba3,#f4f5f2
thanksgivingmeal,#150102,#eeeae7,#8d3726,#aa4100,#b3947f,#da5a01,#f2970a,#f9bf16,#9fa01e,#4c5400,#202914,#616378,#5b495f,#464445,#a70f24,#bf565b
ruzzihuntuu,#111125,#524b6d,#b0c9c4,#fffcf1,#242272,#3470be,#9f2062,#ff5e39,#963abf,#ff69f6,#2c7e4b,#a0c35f,#4398c4,#93ffe5,#d28537,#fef56b
griefwards,#a60241,#ff621a,#cf8d00,#e3d800,#ebdc9b,#523c40,#9e6771,#cfa7ad,#5861a1,#290091,#004a54,#00ba4e,#f2efeb,#959d9e,#00c7b3,#212621
darkautumn,#d9543d,#cc2b36,#bd173c,#aa004a,#8c0062,#5e005f,#2d0045,#0b0124,#002c60,#005678,#008275,#00945b,#01ab3c,#24c927,#70de40,#b6eb67
ponpon16,#e8a6a6,#a5725f,#6b3b29,#4a1212,#b12c1c,#fc7928,#fff18a,#78bb31,#3b971e,#0a4b2d,#437aa0,#8be6e4,#ffffff,#868b9c,#414156,#000000
tyfpc16,#cbc4ba,#72a5b1,#2f4541,#b6a147,#8b8d5a,#5c6a53,#4d3f46,#262921,#47b64b,#2c7d5a,#515a22,#4a4126,#bf8d77,#cb593a,#875c30,#703a1a
warmc64,#200d06,#4c3b31,#876f5e,#d4b192,#fff5c1,#8e3125,#a24f34,#4d2212,#a86d3b,#f6b044,#5e773c,#c2e087,#778564,#78536e,#5a324a,#af4850
piotrinvertiblepalette,#000000,#0000ff,#ff0000,#ff00ff,#00ff00,#00ffff,#ffff00,#ffffff,#009900,#ff66ff,#ff9900,#0066ff,#cc6600,#3399ff,#666666,#999999
rgnb,#7a0216,#ea2020,#ff7d60,#ffcc8e,#2a0654,#492dc6,#5996ff,#7ce4ff,#084920,#16a022,#6ce540,#e1ff6d,#0a060f,#5b4b56,#c1b7aa,#fffcf4
tyam16,#e4c183,#bb8f6b,#a7634a,#715148,#7a6260,#5a4256,#333340,#242220,#deceb4,#9a93b7,#636a74,#394949,#87857c,#73663b,#534a3e,#3e2b22
vibrancy16,#0f6c8a,#20a4ac,#4dd2be,#61dfb4,#b8ed8e,#e0f379,#f9fe54,#fdd74b,#fcaf38,#f77f00,#e35205,#ad3b54,#882255,#6a1c7b,#451f73,#2c2a6d
fourbit,#000000,#960503,#2d6605,#be6908,#042d71,#993374,#309074,#c09377,#4e809c,#dc819c,#76dc9e,#ffdc9e,#4fa5ff,#dda7ff,#76ffff,#ffffff
logdog,#ffffff,#ffdbb6,#dbb649,#db92db,#db926d,#6d92ff,#b69224,#6d92b6,#db496d,#b66d24,#24926d,#924924,#494992,#244949,#490000,#000000
vibrantdepths,#c22d4b,#e45042,#e35e3d,#f09469,#17233d,#224168,#67b6d0,#45b3bf,#67dcf0,#7af0ee,#bdece9,#609884,#79bc92,#65c7ab,#ace3c8,#23988e
softcga,#000000,#444455,#220077,#3322ff,#660033,#ff0033,#770088,#ff33dd,#007722,#00ff33,#227788,#22eeff,#996600,#ffee33,#777799,#ffffff
tyogn16,#aec19b,#6896ac,#636a74,#41435a,#191b2a,#9a93b7,#7a6260,#4e4d42,#6d8d4e,#416a5d,#353e2d,#dab34f,#b18652,#855139,#6d3737,#3a2e39
taikonconsole16,#c6ca96,#daa549,#7a623c,#454236,#aa7e6b,#a54a34,#4a3434,#201b14,#879b42,#397a41,#2c403c,#60a5af,#477fa5,#545264,#6e7f80,#303030
berryshake,#ffffff,#6afff8,#57d8ff,#2e2e49,#f34cff,#b200ff,#7600e5,#53355e,#ff4a97,#ff156b,#d90070,#a30054,#f0ff5c,#62ff89,#26dd7b,#227f5e
pixelmasks,#1fbf77,#9fbf8f,#dfc787,#ffffbf,#672707,#cf3707,#ff7717,#ffbf47,#676717,#578f27,#77cf57,#afff77,#af3757,#df578f,#ff8f8f,#ffcf9f
zeitgeist16,#141019,#3d414a,#5d727b,#a6adb3,#f7f7ef,#e05569,#5b3156,#8f4438,#dd844b,#ecb984,#e6e759,#62c45a,#2f7141,#393b8a,#5080d6,#7bcee0
happyakuharisen,#ffffff,#b2e0ce,#fad7d7,#d7ffc2,#a3a39e,#84bda4,#b88ca2,#98b974,#525252,#4a8072,#73455d,#617a3e,#141414,#17313b,#3b1e2c,#26400f
croma16,#b65780,#cd909c,#d1b3a2,#f0f4c2,#aac478,#68a961,#3d8057,#439c6e,#64b3a3,#9bcfcb,#6794af,#4163a0,#30233a,#514a73,#7a72ac,#d2aadb
super16,#902068,#f81868,#ffa880,#ff7000,#a80010,#ffa800,#ffffa8,#a8e038,#5800a8,#6828ff,#ffffff,#e0d0ff,#a070c8,#683090,#481868,#000000
tybs16,#dfcdb7,#c5a47b,#9a7d4a,#989f3f,#63654a,#294034,#81a598,#456b75,#313045,#c58132,#854b2f,#502317,#9f5745,#604145,#352e32,#251d22
cyberwav16,#ffffff,#79e4c9,#00cc99,#4cd46b,#c0e125,#ffe900,#fdc00a,#fa7d1b,#f8392c,#f71735,#cd1434,#840f33,#3c0b33,#190933,#0b0417,#000000
minecraftia16,#b02e26,#f9801d,#fed83d,#80c71f,#5e7c16,#169c9c,#3ab3da,#3c44aa,#8932b8,#c74ebd,#f38baa,#835432,#1d1d21,#474f52,#9d9d97,#f9fffe
tyah16,#e4d3d3,#687e82,#5a4c49,#202020,#76cfcf,#4d749a,#3d2d4d,#55aa65,#46632d,#2c403c,#9f81c5,#b55e86,#923232,#d59a4a,#9a5632,#6a3933
hastyrainbow,#68c3f8,#2851b8,#781278,#310b47,#101010,#39444f,#8f8fa1,#f0f0f0,#ecea9c,#99e859,#18b418,#0e6243,#6b3b1b,#aa2d0e,#eb762d,#cfb820
agcpalette,#cbc6c0,#bfcb69,#61cbac,#4fbb64,#cb80a3,#8b8b8b,#86765d,#b54c66,#5b754f,#4b6d6d,#5555b8,#5a5252,#6b4064,#4c3737,#2d273b,#220c22
castleween,#10e095,#7cfc9c,#e74ae8,#9740c3,#5938ae,#4646f5,#5694f0,#98fcf8,#ffffff,#ffff8a,#f6cb57,#ed6e6f,#ed3270,#b02a5f,#332d3f,#000000
intellivision,#0c0005,#a7a8a8,#fffcff,#ff3e00,#ffa600,#faea27,#00780f,#00a720,#6ccd30,#002dff,#5acbff,#bd95ff,#c81a7d,#ff3276,#3c5800,#c9d464
demg16,#cdbeac,#7b7d6a,#4e554e,#627c80,#416a5d,#3c3b4a,#302b25,#080400,#c5a46b,#9f673e,#755129,#452f29,#bf8d77,#7a5c54,#8b484a,#6a3425
messengerfromdarknightpc98,#000000,#882244,#bb1166,#ee3366,#dd4455,#ff8899,#ffbbaa,#ffdd88,#ffddbb,#ffffff,#aaee77,#669977,#bbbbff,#7744ff,#664499,#552266
ruzxspectrum,#0f0b38,#616a82,#adb4b7,#f9ffec,#2813a0,#4a6bff,#a02311,#ed175f,#731093,#ee14b5,#278b61,#9dff26,#1b69a7,#47e9df,#7a5716,#f7e54d
lobotomy16,#78000b,#d2061b,#fc3a3a,#fe8a76,#be9c83,#d7c18e,#efecc0,#e9e9e9,#161616,#4e4361,#a562af,#c873c6,#0061c1,#0098c4,#00eadb,#6cffb3
minecraftwool,#e9ecec,#8e8e86,#f07613,#158991,#bd44b3,#792aac,#3aafd9,#35399d,#f8c527,#724728,#70b919,#546d1b,#ed8dac,#a02722,#3e4447,#141519
supercassettevision,#000000,#ff0000,#ffa100,#ffa09f,#ffff00,#a3a000,#00a100,#00ff00,#a0ff9d,#00009b,#0000ff,#a200ff,#ff00ff,#00ffff,#a2a19f,#ffffff
place,#ff4500,#ffa800,#ffd635,#00a368,#7eed56,#2450a4,#3690ea,#51e9f4,#811e9f,#b44ac0,#ff99aa,#9c6926,#000000,#898d90,#d4d7d9,#ffffff
tyak16,#deceb4,#bfaf81,#7b7562,#bd997b,#a7813a,#5a633f,#2d4938,#875239,#5e3743,#413018,#341f1d,#8ab1ab,#4d5d5e,#4d434e,#303039,#1a1919
rayleighpalette,#050506,#192739,#551823,#244c07,#885135,#45454c,#908f88,#fffbe8,#b60a04,#ff6e11,#ffec62,#7aa143,#8bb6d2,#5a45b4,#f06391,#f4be8b
thebtlofcol,#5b2b2b,#984a49,#c59392,#f3dcdc,#2c495b,#497a98,#92b1c5,#dce9f3,#925f3d,#7d835c,#c99350,#cfbd5e,#1e1a1e,#433a43,#716271,#aca2ac
naturalcoloursystem16,#1c101c,#4a3915,#888864,#dcdcc9,#ffffee,#ffed7e,#f0dc3e,#f2a75d,#b65c36,#ac1900,#6b0000,#022716,#005365,#007766,#70a615,#6bb5a4
bounce16,#ece0d3,#a6afb7,#937c65,#625c5a,#371b1b,#713725,#b73a2f,#e17e39,#f2c237,#6ca239,#36753d,#3b4ca8,#5f91c1,#6bc7ab,#d0589f,#8d55ae
tydd16,#afc044,#5a6d1e,#503c18,#391d22,#0e102d,#ead5aa,#b8c185,#979256,#876759,#c27e31,#824316,#272a13,#59876f,#166082,#2e3849,#000000
bprd16,#140c00,#690804,#de2c2c,#fa5555,#382400,#a1858d,#d0b2ba,#facaca,#002000,#405544,#617561,#99b295,#0c3044,#556d89,#7595b6,#deeeff
astro16v2,#151515,#666666,#bbbbbb,#eeeeee,#a34c4c,#c76c6c,#be966b,#e2c68a,#506942,#6d976c,#5e7d9d,#92b5d9,#534c3f,#a69d8c,#d1c7b2,#6d5f7f
rainbow,#212033,#254092,#3896d4,#bfffee,#26d07e,#06694a,#005244,#0d0024,#4e1f85,#b644bd,#d6619a,#f09ab4,#e5b527,#d48022,#bf3011,#69122d
bbly44,#451165,#932b8d,#d35b97,#e3a3b4,#5c2511,#bd773c,#dfbc69,#f2ebc7,#083948,#127468,#51b28e,#94dfaf,#0e0631,#21287e,#5076b9,#8acdde
yeoldepiratemodde,#fcfcfc,#a4a4a4,#000000,#24303c,#55493c,#b67914,#eb923c,#f3e375,#a6cf34,#559224,#2438eb,#3ca6f3,#b2dbeb,#db7996,#b83044,#a80c0c
trklosat16,#2a3a35,#435f55,#648975,#9ebcac,#232e39,#4a6369,#669699,#a4c1c1,#1c1d2e,#564768,#aa82ab,#c8c1cc,#430609,#a21517,#f85729,#ffb938
hongbao16,#f1d1af,#e1ad85,#cb896e,#ac5c50,#662e17,#974c08,#b76f0f,#d69616,#eec945,#fff1d5,#ff9398,#e94049,#b40e12,#710302,#450104,#130709
summerzebreeze,#716670,#a3858c,#ffcac8,#f7ba76,#b38260,#734e49,#371f32,#404755,#4a6f79,#54979d,#71bebd,#9fe3d8,#ffffe0,#a7d78f,#588f6c,#0a402d
deepfor16,#f5f5d9,#d9c68d,#5fba51,#2d7f55,#234d4c,#1b2a39,#464d51,#808e8c,#374eb0,#312661,#902727,#c27343,#864a3c,#4d2e30,#261c23,#0d0814
halloween,#5a0f0f,#7e310f,#a34800,#bd6d14,#ff0909,#ff621c,#ffb729,#ffe040,#380f5a,#420f7e,#5100a3,#6a18bd,#028500,#1a9a4b,#46ca90,#90f0ff
retroctrlr,#ffffff,#9fa0ba,#4b4d70,#15151b,#e2446c,#9e1e40,#690721,#4060cd,#1b3694,#1c0869,#6de462,#3b9633,#0c5606,#f9e69d,#ffc90a,#94770d
tymp16,#ffffff,#dfdfc3,#b3b372,#a79867,#b37272,#8a7272,#72b389,#4f9c5d,#6b7d6b,#dfc3c3,#b372b3,#8a69a5,#72b3b3,#7272b3,#727284,#525252
illuminate,#000029,#474378,#869db5,#dce6e8,#c72412,#66240c,#bd5911,#de9042,#b4c406,#3e6302,#00c90d,#2cdbad,#0099b8,#01016b,#8e0ac7,#eb6ad1
transit,#0c0308,#34160b,#612f0e,#d82b00,#fc6c00,#fcd800,#ffe4ae,#f59562,#846736,#11191e,#2a2c49,#474fa2,#5f9a77,#b4d800,#f7ffff,#bfc1c9
